id,ANO,MP,SOLUCAO,DESENVOLVEDOR,CATEGORIA,ABRANGENCIA,FUNCIONALIDADE,FINALIDADE,PERMISSIONAMENTO,FONTE,CONTATO,CONSUMO,LINK
88,2023,MPRR,Sagres-Licitações,TCERR,GERAIS,ESTADUAL,"Módulo do Sistema de Acompanhamento da Gestão dos Recursos da Sociedade que tem por objetivo reunir informações acerca de licitações e contratos das Unidades Jurisdicionadas do Tribunal de Contas de Roraima, visando otimizar recursos e melhorar o processo de fiscalização das aquisições públicas de bens, serviços e obras no âmbito do Estado e Municípios.",Investigação,Restrito,Conv. Direto,,Consulta on line,https://sagreslicitacoes.tcerr.tc.br/sagreslicitacoes/Login.xhtml?windowId=5db
89,2023,MPRR,SIEL,TRE,GERAIS,NACIONAL,"Sistema de Informações Eleitorais, o qual destina-se ao atendimento das solicitações de acesso aos dados biográficos do Cadastro Eleitoral, realizadas exclusivamente por autoridades judiciárias, representantes do Ministério Público e autoridades policiais autorizadas, nos termos da Resolução n.º 21.538/2003 do Tribunal Superior Eleitoral.",Inteligência,Restrito,Conv. Direto,,Consulta on line,https://siel.tse.jus.br/session/new
90,2023,MPRR,SIMBA,SPPEA-PGR,LABLD,Não se aplica,"Conjunto de processos, módulos e normas para tráfego de dados bancários entre instituições financeiras e órgãos governamentais.",Investigação,Restrito,Conv. Direto,,WS - Web Service,
91,2023,MPRR,SINESP,SERPRO,GERAIS,NACIONAL,"Sistema NACIONAL de Informações de Segurança Pública, Prisionais, de Rastreabilidade de Armas e Munições, de Material Genético, de Digitais e de Drogas é uma plataforma de informações integradas, que possibilita consultas operacionais, investigativas e estratégicas sobre segurança pública, implementado em parceria com os entes federados.",Inteligência,Restrito,Conv. Direto,,Consulta on line,https://seguranca.sinesp.gov.br/sinesp-seguranca/login.jsf
92,2023,MPRR,SNAP,TechBiz,GERAIS,NACIONAL,"Solução para otimização das investigações, permitindo com que várias bases de dados sejam conectadas entre si, com a finalidade de prover análise de vínculos entre as entidades pesquisadas",Inteligência,Restrito,Contrato,,Aplicacao especifica,
93,2023,MPRR,SRM,Junta Comercial do Estado de Roraima (JUCERR),GERAIS,ESTADUAL,"Sistema de Registro Mercantil, utilizado pela Junta Comercial do Estado de Roraima, no qual são armazenados todos os registros, os arquivos e os históricos, desde o nascimento até a efetiva extinção das sociedades.",Inteligência,Restrito,Conv. Direto,,Consulta on line,https://projetointegrar.jucerr.rr.gov.br
94,2023,MPPR,SEI-C,COAF,GERAIS,NACIONAL,"Consulta às comunicações sobre operações financeiras suspeitas de que trata o art. 11, da Lei no 9.613/98, materializadas em Relatórios de Inteligência Financeira (RIF ´s) cujo conteúdo é protegido por sigilo constitucional.",Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://seic.coaf.gov.br/
95,2023,MPPR,CADASTRO NACIONAL DE ADOÇÃO (CNA) - Lista de acolhidos,CONSELHO NACIONAL DE JUSTIÇA,GERAIS,NACIONAL,Lista de acolhidos,Investigação,Geral,Conv. CNMP,caex.ni@mppr.mp.br,Consulta on line,https://www.cnj.jus.br/sna/
96,2023,MPPR,ROL NACIONAL DOS CULPADOS,CONSELHO DA JUSTICA FEDERAL,GERAIS,NACIONAL,,Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://www2.cjf.jus.br/siscjf/index.wsp
97,2023,MPPR,SINESP INFOSEG,SECRETARIA NACIONAL DE SEGURANÇA PÚBLICA (SENASP),GERAIS,NACIONAL,"a) Cadastro de Pessoa Física - Nome, CPF, endereços oriundos do banco de dados da Receita Federal b) Cadastro de Pessoa Jurídica - CNPJ, quadro societário, endereços oriundos do banco de dados da Receita Federal c) Indiciados em inquéritos policiais d) Réus em processos judiciais e) Mandados de prisão f) População Carcerária g) Condutores e Veículos da frota nacional h) Armas registradas e apreendidas i) Passaporte e cadastro de estrangeiros no Departamento de Polícia Federal",Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://seguranca.sinesp.gov.br/sinesp-seguranca/login.jsf
98,2023,MPPR,SISTEMA ORÁCULO,TRIBUNAL DE JUSTIÇA DO ESTADO,GERAIS,ESTADUAL,Disponibiliza o acesso ao banco de dados de antecedentes criminais do Tribunal de Justiça do Estado do Paraná.,Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://sso.tjpr.jus.br/auth/realms/production/protocol/openid-connect/auth?scope=openid+profile+email&response_type=code&redirect_uri=https%3A%2F%2Fwww.tjpr.jus.br%2Fc%2Fportal%2Flogin&state=26f18031eab8ee783ed5a774b8b31b4e&client_id=portal
99,2023,MPPR,SISTEMA PROJUDI- EXECUÇÃO,TRIBUNAL DE JUSTIÇA DO ESTADO,GERAIS,NACIONAL,Disponibiliza o acesso ao banco de dados das Varas de Execuções Penais Estado do Paraná.,Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://seeu.pje.jus.br/seeu/
100,2023,MPPR,CNIB,Central NACIONAL de Indisponibilidade de Bens,GERAIS,NACIONAL,"Criado e regulamentado pelo Provimento n. 39/2014, da Corregedoria NACIONAL de Justiça, e se destina a integrar todas as indisponibilidades de bens decretadas por Magistrados e por Autoridades Administrativas. e alguns estados conveniados, incluindo o Paraná.",Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://www.indisponibilidade.org.br/autenticacao/
101,2023,MPPR,Serviço de Registro Eletrônico de Imóveis - SRE,ARISP - Associação dos Registradores Imobiliários de São Paulo,GERAIS,NACIONAL,"Disponibiliza consultas, solicitações e recebimento de informações por meio eletrônico do Serviço de Registro de Imóveis de São Paulo e alguns estados conveniados, incluindo o Paraná.",Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://www.cnj.jus.br/sistemas/srei/
102,2023,MPPR,CENSEC (Central Notarial de Serviços Eletrônicos Compartilhados),COLÉGIO NOTARIAL DO BRASIL,GERAIS,NACIONAL,"Informações sobre a existência de PROCURAÇÕES, TESTAMENTOS e ESCRITURAS PÚBLICAS de qualquer natureza (negócios jurídicos envolvendo imóveis, separações, divórcios, inventários, administração de empresas, etc) lavrados em todo o país. A CENSEC é importante ferramenta de pesquisa na busca por bens de propriedade de investigados.",Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://www.censec.org.br/
103,2023,MPPR,PANDORA,MPPB e Personalizações realizadas pelo Núcleo de Inteligência do MPPR,GERAIS,NACIONAL,"Pesquisa de endereços, pessoas, empresas, quadros societários, veículos, telefones, óbitos, mandados de prisão. Possui ainda aplicativos de relacionamento entre pessoas físicas e jurídicas entre outras funcionalidades.",Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,Link Interno
104,2023,MPPR,CCS,BACEN,GERAIS,NACIONAL,Consulta relacionamentos bancários constantes no Cadastro de Clientes do Sistema Financeiro NACIONAL. Possui informações relativas a correntistas e clientes de instituições financeiras e seus representantes legais ou procuradores.,Investigação,Geral,Conv. CNMP,caex.ni@mppr.mp.br,Consulta on line,https://www3.bcb.gov.br/ccs/indexEstatico.jsp
105,2023,MPPR,SERPRO (HOD),RECEITA FEDERAL,GERAIS,NACIONAL,Acesso a informações cadastrais de pessoas físicas (CPF) e jurídicas (CNPJ). * Informações disponíveis nos Sistemas SINESP INFOSEG e SIAP.,Investigação,Geral,Contrato,caex.ni@mppr.mp.br,Aplicacao especifica,https://hod.serpro.gov.br/
106,2023,MPPR,SANEPAR,SANEPAR,GERAIS,ESTADUAL,"ENDEREÇOS, a partir da inserção de RG ou CPF. Ainda é possível a busca do nome do proprietário, a partir da inserção do endereço.",Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://poderjudiciario.sanepar.com.br/#/login
107,2023,MPPR,COPEL,COPEL,GERAIS,ESTADUAL,"ENDEREÇOS, a partir da inserção de RG ou CPF. Ainda é possível a busca do nome do proprietário, a partir da inserção do endereço.",Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://www.copel.com/externo/public/index.jsf
108,2023,MPPR,SIGFÁCIL,JUCEPAR,GERAIS,ESTADUAL,"Dados cadastrais, contratos sociais, alterações de contrato e histórico de empresas.",Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://autenticacao.voxtecnologia.com.br/login/
109,2023,MPPR,CONSULTA VEÍCULOS E CONDUTORES - DETRAN/PR,DETRAN,GERAIS,ESTADUAL,Fornecer dados de condutores e veículos no estado do Panraná,Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,WS - Web Service,"https://www.veiculo.detran.pr.gov.br/detran-veiculos/
https://www.habilitacao.detran.pr.gov.br/detran-habilitacao/"
110,2023,MPPR,ORÁCULO,TRIBUNAL DE JUSTIÇA DO ESTADO,GERAIS,ESTADUAL,Disponibiliza o acesso ao banco de dados de antecedentes criminais do Tribunal de Justiça do Estado do Paraná.,Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,WS - Web Service,API
111,2023,MPPR,RENAGRO - IDAGRO Registro NACIONAL de Tratores e Máquinas Agrícolas,Ministério da Agricultura e Pecuária,GERAIS,NACIONAL,"Pesquisas nas bases de dados  na plataforma de registro e gestão de tratores e equipamentos agricolas, junto ao Ministério da Agricultura, Pecuária e Abastecimento",Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://www.sistemafaep.org.br/renagro-id/
112,2023,MPPR,SICAR - Sistema NACIONAL de Cadastro Ambiental Rural para Instituição/Unidade Ministério Público do Estado do Paraná.,Ministério do Meio Ambiente,GERAIS,NACIONAL,Dados informados no Cadastro Ambiental Rural - CAR,Investigação,Geral,Conv. CNMP,caex.ni@mppr.mp.br,Consulta on line,https://www.car.gov.br/#/
113,2023,MPPR,BRASIL MAIS,Ministério da Justiça e Segurança Pública,GERAIS,NACIONAL,"A Plataforma Web permite o acesso e compartilhamento das imagens de satélites diárias adquiridas pela constelação PlanetScope, composta por mais de 180 satélites, fornecidas no âmbito do contrato n° 018/2020 celebrado entre Polícia Federal e a Santiago & Cintra Consultoria – SCCON.",Investigação,Geral,Conv. Direto,caex.ni@mppr.mp.br,Consulta on line,https://plataforma-pf.sccon.com.br/#/
114,2023,MPTO,INFOSEG,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,LABLD,NACIONAL,"PESQUISA DOS DADOS CADASTRAIS DA RECEITA FEDERAL, DETRAN (RENACH), BNMP (BANCO NACIONAL DE MANDADOS DE PRISÃO), RAIS TRABALHADOR, CJF (ROL DE CULPADOS), SINESP (PROCEDIMENTOS - BOLETIM DE OCORRÊNCIA),   VÍNCULOS SOCIETÁRIOS, DPF (SINARM), CÓRTEX (EMBARCAÇÕES, AMADOR E AQUAVIÁRIO).",Inteligência,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://seguranca.sinesp.gov.br/sinesp-seguranca/login.jsf?goto=REDESINESP
115,2023,MPTO,DETRAN/TO,ESTADO DO TOCANTINS,LABLD,ESTADUAL,"PESQUISA DE HABILITAÇÃO, PLACA E CHASSI DE VEÍCULOS.",Investigação,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://detrannet.detran.to.gov.br/controleacesso/encerrar.asp
116,2023,MPTO,SERPRO,RECEITA FEDERAL DO BRASIL,LABLD,NACIONAL,"PESQUISA DOS DADOS CADASTRAIS DA RECEITA FEDERAL, EMPRESAS, VÍNCULOS SOCIETÁRIOS, RAIS TRABALHADOR",Inteligência,Restrito,Contrato,(63) 3216-8816,WS - Web Service,https://hod.serpro.gov.br/a83016cv/
117,2023,MPTO,HORUS,MINISTÉRIO PÚBLICO DO ESTADO DO TOCANTINS,GERAIS,ESTADUAL,"PESQUISA PESSOA FÍSICA  E JURÍDICA(DADOS PESSOAIS, DOCUMENTOS, REGISTRO DE ÓBITO, PEP, ENDEREÇOS, CONTATOS, VÍNCULOS FAMILIARES E SOCIETÁRIOS, PROCESSOS JUDICIAIS, VÍNCULO EMPREGATÍCIO, SISTEMA NACIONAL DE CADASTRO RURAL (SNCR/INCRA), PROGRAMAS SOCIAIS E DE TRANSFERÊNCIA DE RENDA, REGISTRO S PGFN, CNIA, CEAF, CEIS, TRABALHO ESCRAVO E IBAMA). PESQUISA DE DOCUMENTOS, CONTATOS, ENDEREÇO E GRÁFICO DE VÍNCULO.",Investigação,Restrito,Dev. Interno,(63) 3216-8816,Aplicacao especifica,horus.mpto.mp.br
118,2023,MPTO,CAGED,MINISTÉRIO DO TRABALHO E EMPREGO,GERAIS,NACIONAL,VÍNCULO TRABALHISTA,Investigação,Restrito,Conv. CNMP,(63) 3216-8816,Consulta on line,https://geridmte.dataprev.gov.br/cas/login?service=http%3A%2F%2Fcaged.mte.gov.br%2Fcaged%2F%3Bjsessionid%3DHufUjwJdc0U1YyJxKHS812r6.slave11%3Amte-caged
119,2023,MPTO,CENSEC,COLÉGIO NOTARIAL DO BRASIL,GERAIS,NACIONAL,"ACESSO ÀS PROCURAÇÕES E ESCRITURAS PÚBLICAS, BEM COMO ESCRITURAS DE SEPARAÇÃO E INVENTÁRIO.",Investigação,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://censec.org.br/
120,2023,MPTO,SIGFACIL,JUNTA COMERCIAL DO TOCANTINS,GERAIS,ESTADUAL,ACESSO AOS DADOS DA EMPRESA E DOCUMENTOS REGISTRADOS NA JUNTA COMERCIAL.,Investigação,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://autenticacao.voxtecnologia.com.br/login/
121,2023,MPTO,SIEL,TRIBUNAL SUPERIOR ELEITORAL,GERAIS,NACIONAL,ACESSO AOS DADOS DO CADASTRO ELEITORAL,Investigação,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://siel.tse.jus.br/session/new
122,2023,MPTO,COAF,MINISTÉRIO DA FAZENDA,GERAIS,NACIONAL,CONSELHO DE CONTROLE DE ATIVIDADES FINANCEIRAS,Inteligência,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://seic.coaf.gov.br/
123,2023,MPTO,RG/TO,INSTITUTO DE IDENTIFICAÇÃO DO ESTADO DO TOCANTINS,GERAIS,ESTADUAL,ACESSO AO CADASTRO DO REGISTRO GERAL E INFORMAÇÕES CRIMINAIS,Investigação,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://iito.ssp.to.gov.br/login
124,2023,MPTO,CARTORIO TOCANTINS,ASSOCIAÇÃO DOS NOTÁRIOS E REGISTRADORES DO TOCANTINS,GERAIS,ESTADUAL,ATIVIDADE NOTARIAL E DE REGISTROS,Investigação,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://extrajudicial.org.br/?Ref=/usuario
125,2023,MPTO,REGISTRO CIVIL-CRC,ASSOCIAÇÃO NACIONAL DOS REGISTRADORES DEPESSOAS NATURAIS - ARPEN BRASIL,GERAIS,NACIONAL,CARTÓRIOS DE REGISTRO CIVIL DAS PESSOAS NATURAIS,Investigação,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://sistema.registrocivil.org.br/portal/?CFID=6856758&CFTOKEN=92ac1cb669bb5c63-417C25FD-B8ED-9999-D86FFF89D639D34A
126,2023,MPTO,ENERGISA,ENERGISA,GERAIS,ESTADUAL,PESQUISA DE ENDEREÇO,Investigação,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,http://energisa.cloud.com/
127,2023,MPTO,EPROC TJTO,TRIBUNAL DE JUSTIÇA DO TOCANTINS,GERAIS,ESTADUAL,"BUSCA DE CERTIDÕES CIVEIS, CRIMINAIS E PESQUISA DE PROCESSOS",Investigação,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://www.tjto.jus.br/servicos/certidoes
128,2023,MPTO,PANDORA,MINISTÉRIO PÚBLICO DA PARAÍBA,GERAIS,ESTADUAL,"PESQUISA DADOS: DETRAN, RECEITA, TRIBUNAIS DE CONTAS, DELEGACIAS D ETRABALHO E EMPREGO, ETC...",Investigação,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://pandora.mppb.mp.br/login
129,2023,MPTO,HADES,GOVERNO DO ESTADO DO TOCANTINS,GERAIS,ESTADUAL,SISTEMA DE GESTÃO DO SISTEMA PENITENCIÁRIO DO ESTADO DO TO,Investigação,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://hades.cidadaniaejustica.to.gov.br/login.php
130,2023,MPTO,SISBACEN,BANCO CENTRAL DO BRASIL,GERAIS,NACIONAL,SISTEMA DE INFORMAÇÕES BANCO CENTRAL (SISBACEN),Investigação,Restrito,Conv. CNMP,(63) 3216-8816,Consulta on line,https://www3.bcb.gov.br/ccs/dologin
131,2023,MPTO,SIMBA,PROCURADORIA GERAL DA REPÚBLICA,LABLD,NACIONAL,SISTEMA DE INVESTIGAÇÃO DE MOVIMENTAÇÕES BANCÁRIAS,Inteligência,Restrito,Conv. Direto,(63) 3216-8816,Consulta on line,https://simba.mpto.mp.br/php/Simba.php
132,2023,MPRN,FAREJADOR,GAECO/MPRN,GERAIS,NACIONAL,Consulta em bases de dados não estruturadas,Inteligência,Restrito,Dev. Interno,gaeco.secretaria@mprn.mp.br,Consulta on line,INTRANET
133,2023,MPRN,MATILHA,GAECO/MPRN,GERAIS,NACIONAL,Análise de vínculos,Inteligência,Restrito,Dev. Interno,gaeco.secretaria@mprn.mp.br,Consulta on line,INTRANET
134,2023,MPRN,MINHA MESA,GAECO/MPRN,GERAIS,ESTADUAL,Gestão de documentos eletrônicos,Inteligência,Restrito,Dev. Interno,gaeco.secretaria@mprn.mp.br,Consulta on line,INTRANET
135,2023,MPRN,EVIDÊNCIAS,GAECO/MPRN,GERAIS,ESTADUAL,Gestão de vestígios forenses e cadeia de custódia,Investigação,Restrito,Dev. Interno,gaeco.secretaria@mprn.mp.br,Consulta on line,INTRANET
136,2023,MPRN,BEAGLE,GAECO/MPRN,GERAIS,NACIONAL,Consulta de Mandados de Prisão em Aberto,Inteligência,Restrito,Dev. Interno,gaeco.secretaria@mprn.mp.br,Aplicacao especifica,INTRANET
137,2023,MPRN,CONFÚCIO,GAECO/MPRN,GERAIS,ESTADUAL,Consulta e avaliação de portais de transparência,Investigação,Geral,Dev. Interno,gaeco.secretaria@mprn.mp.br,Consulta on line,https://confucio.gaeco.mprn.mp.br/
138,2023,MPRN,TETRIS,GAECO/MPRN,GERAIS,NACIONAL,Análise de Dados Bancários com foco em busca de transações correlacionadas,Investigação,Restrito,Dev. Interno,gaeco.secretaria@mprn.mp.br,Aplicacao especifica,INTRANET
139,2023,MPRN,SIMBA,ASPA,GERAIS,NACIONAL,"O Sistema de Investigação de Movimentações Bancárias - SIMBA é um conjunto de processos, módulos e normas para tráfego de dados bancários entre instituições financeiras e órgãos governamentais",Investigação,Restrito,Conv. Direto,gaeco.secretaria@mprn.mp.br,Consulta on line,INTRANET
140,2023,MPRN,i2,IBM,GERAIS,NACIONAL,Análise de vínculos,Inteligência,Restrito,Contrato,gaeco.secretaria@mprn.mp.br,Aplicacao especifica,INTRANET
141,2023,MPRN,CORTEX,SEOPI/MJSP,GERAIS,NACIONAL,Cercamento Eletrônico,Inteligência,Restrito,Conv. Direto,gaeco.secretaria@mprn.mp.br,Consulta on line,https://cortex.mj.gov.br
142,2023,MPRN,SINAFLOR,IBAMA,GERAIS,NACIONAL,Sistema NACIONAL de Controle da Origem dos Produtos Florestais,Inteligência,Restrito,Contrato,gaeco.secretaria@mprn.mp.br,Consulta on line,https://sinaflor-int.ibama.gov.br
143,2023,MPRN,SISOBI,INSS,GERAIS,NACIONAL,Sistema NACIONAL de Controle de Obitos,Inteligência,Restrito,Conv. Direto,gaeco.secretaria@mprn.mp.br,Aplicacao especifica,INTRANET
144,2023,MPRN,SISBACEN,BACEN,GERAIS,NACIONAL,Sistema nacional de dados bancarios,Inteligência,Restrito,Conv. Direto,gaeco.secretaria@mprn.mp.br,Aplicacao especifica,INTRANET
145,2023,MPRN,OMINIDOCS,ITEP/RN,GERAIS,ESTADUAL,Sistema de cadastro de pessoas,Inteligência,Restrito,Conv. Direto,gaeco.secretaria@mprn.mp.br,Aplicacao especifica,INTRANET
146,2023,MPRN,SICAR,CNMP,GERAIS,NACIONAL,Sistema nacional de cadastro Ambiental rural,Inteligência,Restrito,Conv. CNMP,gaeco.secretaria@mprn.mp.br,Aplicacao especifica,INTRANET
147,2023,MPRN,SEEU e PJE,TJRN,GERAIS,ESTADUAL,Consulta Pública de Processos,Inteligência,Restrito,Conv. Direto,gaeco.secretaria@mprn.mp.br,Aplicacao especifica,INTRANET
148,2023,MPRN,SICAF,SICAF,GERAIS,NACIONAL,Cadastro Unificado de Licitações,Inteligência,Restrito,Conv. Direto,gaeco.secretaria@mprn.mp.br,Consulta on line,https://www.e-comprasnet.com.br/
